quantity,original_price,unit_price,item_total,channel,channel_campaigns
2,59.84,59.84,119.68,App Mobile,App Mobile
2,59.77,59.77,119.54,E-commerce,Website Banner
2,59.32,59.32,118.64,E-commerce,Website Banner
2,59.21,59.21,118.42,App Mobile,App Mobile
2,59.21,59.21,118.42,E-commerce,Website Banner
2,59.21,59.21,118.42,App Mobile,App Mobile
2,65.26,58.73,117.47,E-commerce,Email
2,58.67,58.67,117.34,App Mobile,App Mobile
2,58.67,58.67,117.34,E-commerce,Website Banner
2,58.34,58.34,116.68,App Mobile,App Mobile
2,58.34,58.34,116.68,E-commerce,Website Banner
2,58.26,58.26,116.52,App Mobile,App Mobile
2,58.26,58.26,116.52,App Mobile,App Mobile
2,58.25,58.25,116.5,App Mobile,App Mobile
2,58.09,58.09,116.18,E-commerce,Website Banner
2,58.09,58.09,116.18,E-commerce,Website Banner
2,57.98,57.98,115.96,E-commerce,Website Banner
2,57.98,57.98,115.96,App Mobile,App Mobile
2,57.66,57.66,115.32,E-commerce,Website Banner
2,57.51,57.51,115.02,E-commerce,Website Banner
2,57.51,57.51,115.02,App Mobile,App Mobile
2,57.37,57.37,114.74,App Mobile,App Mobile
2,57.37,57.37,114.74,App Mobile,App Mobile
2,57.36,57.36,114.72,App Mobile,App Mobile
2,57.35,57.35,114.7,App Mobile,App Mobile
2,57.35,57.35,114.7,E-commerce,Website Banner
2,57.31,57.31,114.62,App Mobile,App Mobile
2,57.19,57.19,114.38,E-commerce,Website Banner
2,57.11,57.11,114.22,E-commerce,Website Banner
2,57.11,57.11,114.22,E-commerce,Website Banner
2,57,57,114,E-commerce,Website Banner
2,57,57,114,App Mobile,App Mobile
2,56.91,56.91,113.82,E-commerce,Website Banner
2,56.91,56.91,113.82,App Mobile,App Mobile
2,56.84,56.84,113.68,App Mobile,App Mobile
2,56.69,56.69,113.38,E-commerce,Website Banner
2,56.58,56.58,113.16,E-commerce,Website Banner
2,56.44,56.44,112.88,E-commerce,Website Banner
2,56.44,56.44,112.88,App Mobile,App Mobile
2,56.06,56.06,112.12,E-commerce,Website Banner
2,56.06,56.06,112.12,E-commerce,Website Banner
2,55.91,55.91,111.82,E-commerce,Website Banner
2,55.52,55.52,111.04,E-commerce,Website Banner
2,55.25,55.25,110.5,E-commerce,Website Banner
2,55.04,55.04,110.08,App Mobile,App Mobile
2,55.04,55.04,110.08,E-commerce,Website Banner
2,55.01,55.01,110.02,E-commerce,Website Banner
2,55.01,55.01,110.02,E-commerce,Website Banner
2,55.01,55.01,110.02,E-commerce,Website Banner
2,54.91,54.91,109.82,E-commerce,Website Banner
2,54.87,54.87,109.74,App Mobile,App Mobile
2,54.87,54.87,109.74,App Mobile,App Mobile
2,54.87,54.87,109.74,App Mobile,App Mobile
2,54.83,54.83,109.66,E-commerce,Website Banner
2,54.74,54.74,109.48,E-commerce,Website Banner
2,54.74,54.74,109.48,E-commerce,Website Banner
2,54.61,54.61,109.22,E-commerce,Website Banner
2,54.61,54.61,109.22,App Mobile,App Mobile
2,54.16,54.16,108.32,E-commerce,Website Banner
2,60.12,54.11,108.22,E-commerce,Email
2,59.9,53.91,107.82,E-commerce,Email
2,53.74,53.74,107.48,E-commerce,Website Banner
2,53.74,53.74,107.48,App Mobile,App Mobile
2,53.7,53.7,107.4,E-commerce,Website Banner
2,53.7,53.7,107.4,E-commerce,Website Banner
2,53.67,53.67,107.34,App Mobile,App Mobile
2,53.67,53.67,107.34,App Mobile,App Mobile
2,53.61,53.61,107.22,E-commerce,Website Banner
2,53.61,53.61,107.22,App Mobile,App Mobile
2,53.48,53.48,106.96,App Mobile,App Mobile
2,53.35,53.35,106.7,E-commerce,Website Banner
2,53.35,53.35,106.7,App Mobile,App Mobile
2,53.35,53.35,106.7,App Mobile,App Mobile
2,53.34,53.34,106.68,E-commerce,Website Banner
2,53.27,53.27,106.54,E-commerce,Website Banner
2,53.25,53.25,106.5,App Mobile,App Mobile
2,53.05,53.05,106.1,App Mobile,App Mobile
2,53.05,53.05,106.1,App Mobile,App Mobile
2,52.94,52.94,105.88,App Mobile,App Mobile
2,52.94,52.94,105.88,E-commerce,Website Banner
2,52.94,52.94,105.88,E-commerce,Website Banner
2,52.91,52.91,105.82,App Mobile,App Mobile
2,52.65,52.65,105.3,E-commerce,Website Banner
2,52.65,52.65,105.3,E-commerce,Website Banner
2,52.6,52.6,105.2,App Mobile,App Mobile
2,52.39,52.39,104.78,App Mobile,App Mobile
2,52.38,52.38,104.76,E-commerce,Website Banner
2,52.38,52.38,104.76,E-commerce,Website Banner
2,52.28,52.28,104.56,App Mobile,App Mobile
2,52.28,52.28,104.56,E-commerce,Website Banner
2,52.28,52.28,104.56,E-commerce,Website Banner
2,52.28,52.28,104.56,App Mobile,App Mobile
2,52.12,52.12,104.24,E-commerce,Website Banner
2,52.12,52.12,104.24,App Mobile,App Mobile
2,52.11,52.11,104.22,App Mobile,App Mobile
2,52.11,52.11,104.22,E-commerce,Website Banner
2,52.1,52.1,104.2,E-commerce,Website Banner
2,52.08,52.08,104.16,E-commerce,Website Banner
2,51.97,51.97,103.94,App Mobile,App Mobile
2,51.9,51.9,103.8,App Mobile,App Mobile
2,51.8,51.8,103.6,App Mobile,App Mobile
2,51.8,51.8,103.6,App Mobile,App Mobile
2,51.76,51.76,103.52,E-commerce,Website Banner
2,51.76,51.76,103.52,E-commerce,Website Banner
2,51.4,51.4,102.8,E-commerce,Website Banner
2,51.38,51.38,102.76,App Mobile,App Mobile
2,51.27,51.27,102.54,App Mobile,App Mobile
2,51.18,51.18,102.36,App Mobile,App Mobile
2,51.18,51.18,102.36,App Mobile,App Mobile
2,51.17,51.17,102.34,App Mobile,App Mobile
2,51,51,102,E-commerce,Website Banner
2,50.89,50.89,101.78,E-commerce,Website Banner
2,50.89,50.89,101.78,E-commerce,Website Banner
2,50.85,50.85,101.7,App Mobile,App Mobile
2,50.72,50.72,101.44,E-commerce,Website Banner
2,50.68,50.68,101.36,E-commerce,Website Banner
2,50.68,50.68,101.36,E-commerce,Website Banner
2,50.55,50.55,101.1,E-commerce,Website Banner
2,50.52,50.52,101.04,E-commerce,Website Banner
2,50.34,50.34,100.68,E-commerce,Website Banner
2,50.04,50.04,100.08,E-commerce,Website Banner
2,50.04,50.04,100.08,E-commerce,Website Banner
2,49.98,49.98,99.96,E-commerce,Website Banner
2,49.84,49.84,99.68,App Mobile,App Mobile
2,49.84,49.84,99.68,E-commerce,Website Banner
2,49.84,49.84,99.68,App Mobile,App Mobile
2,49.81,49.81,99.62,App Mobile,App Mobile
2,49.81,49.81,99.62,E-commerce,Website Banner
2,49.76,49.76,99.52,E-commerce,Website Banner
2,49.76,49.76,99.52,App Mobile,App Mobile
2,49.76,49.76,99.52,E-commerce,Website Banner
2,49.76,49.76,99.52,App Mobile,App Mobile
2,49.76,49.76,99.52,E-commerce,Website Banner
2,49.76,49.76,99.52,App Mobile,App Mobile
2,49.59,49.59,99.18,E-commerce,Website Banner
2,55.06,49.55,99.11,E-commerce,Email
2,49.4,49.4,98.8,E-commerce,Website Banner
2,49.4,49.4,98.8,E-commerce,Website Banner
2,49.34,49.34,98.68,E-commerce,Website Banner
2,49.34,49.34,98.68,E-commerce,Website Banner
2,49.16,49.16,98.32,E-commerce,Website Banner
2,49.12,49.12,98.24,E-commerce,Website Banner
2,48.86,48.86,97.72,App Mobile,App Mobile
2,48.73,48.73,97.46,E-commerce,Website Banner
2,48.73,48.73,97.46,E-commerce,Website Banner
2,48.72,48.72,97.44,App Mobile,App Mobile
2,48.64,48.64,97.28,E-commerce,Website Banner
2,48.64,48.64,97.28,E-commerce,Website Banner
2,48.34,48.34,96.68,App Mobile,App Mobile
2,48.34,48.34,96.68,E-commerce,Website Banner
2,48.3,48.3,96.6,E-commerce,Website Banner
2,48.12,48.12,96.24,App Mobile,App Mobile
2,47.91,47.91,95.82,E-commerce,Website Banner
2,47.84,47.84,95.68,E-commerce,Website Banner
2,47.66,47.66,95.32,App Mobile,App Mobile
2,47.66,47.66,95.32,App Mobile,App Mobile
2,47.59,47.59,95.18,E-commerce,Website Banner
2,47.59,47.59,95.18,App Mobile,App Mobile
2,47.59,47.59,95.18,E-commerce,Website Banner
2,47.47,47.47,94.94,App Mobile,App Mobile
2,67.73,47.41,94.82,App Mobile,Social Media
2,47.27,47.27,94.54,App Mobile,App Mobile
2,46.99,46.99,93.98,E-commerce,Website Banner
2,67.07,46.95,93.9,App Mobile,Social Media
2,46.9,46.9,93.8,E-commerce,Website Banner
2,52.11,46.9,93.8,E-commerce,Email
2,46.9,46.9,93.8,App Mobile,App Mobile
2,46.9,46.9,93.8,App Mobile,App Mobile
2,66.99,46.89,93.79,App Mobile,Social Media
2,66.99,46.89,93.79,App Mobile,Social Media
2,46.89,46.89,93.78,E-commerce,Website Banner
2,46.8,46.8,93.6,E-commerce,Website Banner
2,66.52,46.56,93.13,App Mobile,Social Media
2,46.52,46.52,93.04,E-commerce,Website Banner
2,46.52,46.52,93.04,App Mobile,App Mobile
2,66.38,46.47,92.93,App Mobile,Social Media
2,46.41,46.41,92.82,E-commerce,Website Banner
2,46.41,46.41,92.82,App Mobile,App Mobile
2,46.36,46.36,92.72,E-commerce,Website Banner
2,46.11,46.11,92.22,App Mobile,App Mobile
2,46.1,46.1,92.2,E-commerce,Website Banner
2,46.09,46.09,92.18,E-commerce,Website Banner
2,46.07,46.07,92.14,App Mobile,App Mobile
2,46.04,46.04,92.08,App Mobile,App Mobile
2,45.75,45.75,91.5,E-commerce,Website Banner
2,45.75,45.75,91.5,E-commerce,Website Banner
2,45.73,45.73,91.46,App Mobile,App Mobile
2,45.62,45.62,91.24,E-commerce,Website Banner
2,45.62,45.62,91.24,App Mobile,App Mobile
2,45.42,45.42,90.84,App Mobile,App Mobile
2,64.84,45.39,90.78,App Mobile,Social Media
2,50.41,45.37,90.74,E-commerce,Email
2,45.15,45.15,90.3,E-commerce,Website Banner
2,45.15,45.15,90.3,E-commerce,Website Banner
2,64.28,45,89.99,App Mobile,Social Media
2,44.9,44.9,89.8,E-commerce,Website Banner
2,44.59,44.59,89.18,App Mobile,App Mobile
2,44.45,44.45,88.9,E-commerce,Website Banner
2,44.32,44.32,88.64,E-commerce,Website Banner
2,44.27,44.27,88.54,App Mobile,App Mobile
2,44.14,44.14,88.28,E-commerce,Website Banner
2,44.14,44.14,88.28,E-commerce,Website Banner
2,44.14,44.14,88.28,App Mobile,App Mobile
2,44.08,44.08,88.16,App Mobile,App Mobile
2,44.06,44.06,88.12,E-commerce,Website Banner
2,44.06,44.06,88.12,E-commerce,Website Banner
2,62.8,43.96,87.92,App Mobile,Social Media
2,43.92,43.92,87.84,E-commerce,Website Banner
2,43.92,43.92,87.84,App Mobile,App Mobile
2,43.92,43.92,87.84,E-commerce,Website Banner
2,43.92,43.92,87.84,E-commerce,Website Banner
2,43.92,43.92,87.84,E-commerce,Website Banner
2,43.84,43.84,87.68,E-commerce,Website Banner
2,43.84,43.84,87.68,E-commerce,Website Banner
2,43.84,43.84,87.68,App Mobile,App Mobile
2,43.64,43.64,87.28,App Mobile,App Mobile
2,43.64,43.64,87.28,E-commerce,Website Banner
2,43.5,43.5,87,App Mobile,App Mobile
2,43.4,43.4,86.8,E-commerce,Website Banner
2,43.34,43.34,86.68,E-commerce,Website Banner
2,43.09,43.09,86.18,App Mobile,App Mobile
2,43.06,43.06,86.12,E-commerce,Website Banner
2,47.59,42.83,85.66,E-commerce,Email
2,42.76,42.76,85.52,E-commerce,Website Banner
2,42.67,42.67,85.34,App Mobile,App Mobile
2,60.89,42.62,85.25,App Mobile,Social Media
2,42.24,42.24,84.48,E-commerce,Website Banner
2,60.31,42.22,84.43,App Mobile,Social Media
2,42.14,42.14,84.28,E-commerce,Website Banner
2,42.14,42.14,84.28,E-commerce,Website Banner
2,42.1,42.1,84.2,E-commerce,Website Banner
2,41.88,41.88,83.76,App Mobile,App Mobile
2,59.78,41.85,83.69,App Mobile,Social Media
2,41.84,41.84,83.68,App Mobile,App Mobile
2,41.7,41.7,83.4,App Mobile,App Mobile
2,41.64,41.64,83.28,E-commerce,Website Banner
2,41.56,41.56,83.12,E-commerce,Website Banner
2,41.56,41.56,83.12,App Mobile,App Mobile
2,41.51,41.51,83.02,App Mobile,App Mobile
2,59.21,41.45,82.89,App Mobile,Social Media
2,41.26,41.26,82.52,App Mobile,App Mobile
2,41.26,41.26,82.52,App Mobile,App Mobile
2,58.67,41.07,82.14,App Mobile,Social Media
2,40.99,40.99,81.98,E-commerce,Website Banner
2,40.99,40.99,81.98,App Mobile,App Mobile
2,40.94,40.94,81.88,E-commerce,Website Banner
2,40.94,40.94,81.88,E-commerce,Website Banner
2,40.92,40.92,81.84,App Mobile,App Mobile
2,45.19,40.67,81.34,E-commerce,Email
2,40.63,40.63,81.26,E-commerce,Website Banner
2,40.25,40.25,80.5,App Mobile,App Mobile
2,40.25,40.25,80.5,App Mobile,App Mobile
2,40.12,40.12,80.24,App Mobile,App Mobile
2,40.12,40.12,80.24,App Mobile,App Mobile
2,39.78,39.78,79.56,App Mobile,App Mobile
2,39.75,39.75,79.5,E-commerce,Website Banner
2,39.69,39.69,79.38,E-commerce,Website Banner
2,39.42,39.42,78.84,E-commerce,Website Banner
2,39.34,39.34,78.68,App Mobile,App Mobile
2,39.34,39.34,78.68,E-commerce,Website Banner
2,39.34,39.34,78.68,E-commerce,Website Banner
2,39.22,39.22,78.44,E-commerce,Website Banner
2,39.2,39.2,78.4,E-commerce,Website Banner
2,39.2,39.2,78.4,App Mobile,App Mobile
2,39.2,39.2,78.4,E-commerce,Website Banner
2,39.18,39.18,78.36,E-commerce,Website Banner
2,39.18,39.18,78.36,E-commerce,Website Banner
2,39.18,39.18,78.36,App Mobile,App Mobile
2,39.16,39.16,78.32,E-commerce,Website Banner
2,39.16,39.16,78.32,E-commerce,Website Banner
2,39.09,39.09,78.18,App Mobile,App Mobile
2,39.03,39.03,78.06,App Mobile,App Mobile
2,38.81,38.81,77.62,E-commerce,Website Banner
2,38.74,38.74,77.48,App Mobile,App Mobile
2,38.68,38.68,77.36,App Mobile,App Mobile
2,38.68,38.68,77.36,E-commerce,Website Banner
2,55.14,38.6,77.2,App Mobile,Social Media
2,38.42,38.42,76.84,E-commerce,Website Banner
2,38.41,38.41,76.82,E-commerce,Website Banner
2,38.33,38.33,76.66,App Mobile,App Mobile
2,54.61,38.23,76.45,App Mobile,Social Media
2,38.14,38.14,76.28,E-commerce,Website Banner
2,38.14,38.14,76.28,App Mobile,App Mobile
2,38.06,38.06,76.12,App Mobile,App Mobile
2,38.03,38.03,76.06,App Mobile,App Mobile
2,38.03,38.03,76.06,App Mobile,App Mobile
2,37.94,37.94,75.88,E-commerce,Website Banner
2,54.16,37.91,75.82,App Mobile,Social Media
2,37.8,37.8,75.6,App Mobile,App Mobile
2,53.91,37.74,75.47,App Mobile,Social Media
2,53.73,37.61,75.22,App Mobile,Social Media
2,37.45,37.45,74.9,App Mobile,App Mobile
2,37.45,37.45,74.9,E-commerce,Website Banner
2,37.35,37.35,74.7,E-commerce,Website Banner
2,53.35,37.34,74.69,App Mobile,Social Media
2,37.17,37.17,74.34,E-commerce,Website Banner
2,37.17,37.17,74.34,App Mobile,App Mobile
2,37.12,37.12,74.24,E-commerce,Website Banner
2,37.12,37.12,74.24,E-commerce,Website Banner
2,36.99,36.99,73.98,E-commerce,Website Banner
2,36.9,36.9,73.8,App Mobile,App Mobile
2,36.9,36.9,73.8,E-commerce,Website Banner
2,36.84,36.84,73.68,E-commerce,Website Banner
2,36.69,36.69,73.38,App Mobile,App Mobile
2,36.69,36.69,73.38,E-commerce,Website Banner
2,36.69,36.69,73.38,App Mobile,App Mobile
2,36.69,36.69,73.38,E-commerce,Website Banner
2,36.69,36.69,73.38,App Mobile,App Mobile
2,36.47,36.47,72.94,App Mobile,App Mobile
2,36.47,36.47,72.94,E-commerce,Website Banner
2,52.1,36.47,72.94,App Mobile,Social Media
2,36.47,36.47,72.94,E-commerce,Website Banner
2,36.34,36.34,72.68,E-commerce,Website Banner
2,36.34,36.34,72.68,E-commerce,Website Banner
2,36.05,36.05,72.1,App Mobile,App Mobile
2,36.01,36.01,72.02,App Mobile,App Mobile
2,51.22,35.85,71.71,App Mobile,Social Media
2,35.81,35.81,71.62,E-commerce,Website Banner
2,39.78,35.8,71.6,E-commerce,Website Banner
2,39.78,35.8,71.6,E-commerce,Website Banner
2,51.09,35.76,71.53,App Mobile,Social Media
2,35.73,35.73,71.46,App Mobile,App Mobile
2,51,35.7,71.4,App Mobile,Social Media
2,50.68,35.48,70.95,App Mobile,Social Media
2,35.2,35.2,70.4,E-commerce,Website Banner
2,35.2,35.2,70.4,E-commerce,Website Banner
2,35.2,35.2,70.4,E-commerce,Website Banner
2,35.2,35.2,70.4,App Mobile,App Mobile
2,49.74,34.82,69.64,App Mobile,Social Media
2,49.59,34.71,69.43,App Mobile,Social Media
2,34.71,34.71,69.42,E-commerce,Website Banner
2,38.49,34.64,69.28,E-commerce,Website Banner
2,34.58,34.58,69.16,E-commerce,Website Banner
2,34.39,34.39,68.78,E-commerce,Website Banner
2,37.8,34.02,68.04,E-commerce,Website Banner
2,33.95,33.95,67.9,App Mobile,App Mobile
2,33.59,33.59,67.18,App Mobile,App Mobile
2,33.39,33.39,66.78,App Mobile,App Mobile
2,32.94,32.94,65.88,E-commerce,Website Banner
2,32.64,32.64,65.28,App Mobile,App Mobile
2,32.41,32.41,64.82,E-commerce,Website Banner
2,32.41,32.41,64.82,App Mobile,App Mobile
2,32.05,32.05,64.1,App Mobile,App Mobile
2,32.05,32.05,64.1,E-commerce,Website Banner
2,31.86,31.86,63.72,E-commerce,Website Banner
2,31.84,31.84,63.68,E-commerce,Website Banner
2,31.84,31.84,63.68,E-commerce,Website Banner
2,31.84,31.84,63.68,E-commerce,Website Banner
2,31.84,31.84,63.68,E-commerce,Website Banner
2,31.84,31.84,63.68,E-commerce,Website Banner
2,31.84,31.84,63.68,App Mobile,App Mobile
2,31.84,31.84,63.68,App Mobile,App Mobile
2,31.61,31.61,63.22,App Mobile,App Mobile
2,31.48,31.48,62.96,App Mobile,App Mobile
2,44.9,31.43,62.86,App Mobile,Social Media
2,31.15,31.15,62.3,E-commerce,Website Banner
2,31.15,31.15,62.3,App Mobile,App Mobile
2,31.09,31.09,62.18,E-commerce,Website Banner
2,30.85,30.85,61.7,App Mobile,App Mobile
2,30.85,30.85,61.7,App Mobile,App Mobile
2,30.83,30.83,61.66,App Mobile,App Mobile
2,43.64,30.55,61.1,App Mobile,Social Media
2,30.35,30.35,60.7,App Mobile,App Mobile
2,43.34,30.34,60.68,App Mobile,Social Media
2,43.27,30.29,60.58,App Mobile,Social Media
2,30.26,30.26,60.52,App Mobile,App Mobile
2,29.82,29.82,59.64,E-commerce,Website Banner
2,29.82,29.82,59.64,E-commerce,Website Banner
2,29.81,29.81,59.62,App Mobile,App Mobile
2,29.81,29.81,59.62,E-commerce,Website Banner
2,29.68,29.68,59.36,App Mobile,App Mobile
2,29.68,29.68,59.36,App Mobile,App Mobile
2,28.98,28.98,57.96,E-commerce,Website Banner
2,28.73,28.73,57.46,E-commerce,Website Banner
2,40.99,28.69,57.39,App Mobile,Social Media
2,27.62,27.62,55.24,App Mobile,App Mobile
2,27.62,27.62,55.24,E-commerce,Website Banner
2,27.62,27.62,55.24,App Mobile,App Mobile
2,27.45,27.45,54.9,App Mobile,App Mobile
2,27.34,27.34,54.68,E-commerce,Website Banner
2,38.74,27.12,54.24,App Mobile,Social Media
2,38.41,26.89,53.77,App Mobile,Social Media
2,26.41,26.41,52.82,App Mobile,App Mobile
2,25.7,25.7,51.4,E-commerce,Website Banner
2,25.7,25.7,51.4,E-commerce,Website Banner
2,25.38,25.38,50.76,E-commerce,Website Banner
2,25.38,25.38,50.76,E-commerce,Website Banner
2,24.96,24.96,49.92,E-commerce,Website Banner
2,24.8,24.8,49.6,E-commerce,Website Banner
2,34.58,24.21,48.41,App Mobile,Social Media
2,34.58,24.21,48.41,App Mobile,Social Media
2,23.9,23.9,47.8,App Mobile,App Mobile
2,23.9,23.9,47.8,App Mobile,App Mobile
2,23.68,23.68,47.36,E-commerce,Website Banner
2,21.38,21.38,42.76,E-commerce,Website Banner
2,21.38,21.38,42.76,E-commerce,Website Banner
2,28.98,20.29,40.57,App Mobile,Social Media
2,24.91,17.44,34.87,App Mobile,Social Media
2,14.64,14.64,29.28,E-commerce,Website Banner
2,14.64,14.64,29.28,App Mobile,App Mobile
2,16.69,11.68,23.37,App Mobile,Social Media
3,81.79,81.79,245.37,E-commerce,Website Banner
3,81.7,81.7,245.1,E-commerce,Website Banner
3,81.7,81.7,245.1,App Mobile,App Mobile
3,79.7,79.7,239.1,App Mobile,App Mobile
3,77.59,77.59,232.77,App Mobile,App Mobile
3,76.96,76.96,230.88,E-commerce,Website Banner
3,76.96,76.96,230.88,App Mobile,App Mobile
3,75.4,75.4,226.2,App Mobile,App Mobile
3,75.4,75.4,226.2,App Mobile,App Mobile
3,75.17,75.17,225.51,E-commerce,Website Banner
3,74.81,74.81,224.43,App Mobile,App Mobile
3,74.28,74.28,222.84,E-commerce,Website Banner
3,74.17,74.17,222.51,E-commerce,Website Banner
3,74.13,74.13,222.39,E-commerce,Website Banner
3,73.78,73.78,221.34,App Mobile,App Mobile
3,72.58,72.58,217.74,E-commerce,Website Banner
3,72.58,72.58,217.74,App Mobile,App Mobile
3,72.58,72.58,217.74,E-commerce,Website Banner
3,72.41,72.41,217.23,App Mobile,App Mobile
3,72.1,72.1,216.3,E-commerce,Website Banner
3,72.1,72.1,216.3,E-commerce,Website Banner
3,72.06,72.06,216.18,E-commerce,Website Banner
3,71.72,71.72,215.16,App Mobile,App Mobile
3,70.86,70.86,212.58,E-commerce,Website Banner
3,70.55,70.55,211.65,E-commerce,Website Banner
3,70.46,70.46,211.38,E-commerce,Website Banner
3,69.48,69.48,208.44,App Mobile,App Mobile
3,69.48,69.48,208.44,App Mobile,App Mobile
3,68.22,68.22,204.66,E-commerce,Website Banner
3,68.22,68.22,204.66,E-commerce,Website Banner
3,68.22,68.22,204.66,E-commerce,Website Banner
3,67.29,67.29,201.87,E-commerce,Website Banner
3,67.07,67.07,201.21,App Mobile,App Mobile
3,67.07,67.07,201.21,E-commerce,Website Banner
3,67.02,67.02,201.06,E-commerce,Website Banner
3,66.99,66.99,200.97,E-commerce,Website Banner
3,74.17,66.75,200.26,E-commerce,Website Banner
3,66.63,66.63,199.89,E-commerce,Website Banner
3,65.94,65.94,197.82,App Mobile,App Mobile
3,65.26,65.26,195.78,App Mobile,App Mobile
3,65.26,65.26,195.78,E-commerce,Website Banner
3,65.26,65.26,195.78,App Mobile,App Mobile
3,65.17,65.17,195.51,App Mobile,App Mobile
3,65.17,65.17,195.51,E-commerce,Website Banner
3,65.17,65.17,195.51,App Mobile,App Mobile
3,64.44,64.44,193.32,App Mobile,App Mobile
3,64.28,64.28,192.84,E-commerce,Website Banner
3,64.11,64.11,192.33,App Mobile,App Mobile
3,64.11,64.11,192.33,E-commerce,Website Banner
3,64.08,64.08,192.24,E-commerce,Website Banner
3,64.08,64.08,192.24,E-commerce,Website Banner
3,63.82,63.82,191.46,E-commerce,Website Banner
3,63.82,63.82,191.46,E-commerce,Website Banner
3,63.82,63.82,191.46,E-commerce,Website Banner
3,63.79,63.79,191.37,E-commerce,Website Banner
3,63.23,63.23,189.69,E-commerce,Website Banner
3,63.22,63.22,189.66,App Mobile,App Mobile
3,63.03,63.03,189.09,E-commerce,Website Banner
3,63.03,63.03,189.09,E-commerce,Website Banner
3,62.93,62.93,188.79,App Mobile,App Mobile
3,62.63,62.63,187.89,E-commerce,Website Banner
3,62.52,62.52,187.56,App Mobile,App Mobile
3,62.48,62.48,187.44,App Mobile,App Mobile
3,62.48,62.48,187.44,App Mobile,App Mobile
3,62.39,62.39,187.17,E-commerce,Website Banner
3,62.34,62.34,187.02,App Mobile,App Mobile
3,62.34,62.34,187.02,E-commerce,Website Banner
3,62.17,62.17,186.51,App Mobile,App Mobile
3,61.95,61.95,185.85,App Mobile,App Mobile
3,61.78,61.78,185.34,App Mobile,App Mobile
3,61.75,61.75,185.25,App Mobile,App Mobile
3,61.67,61.67,185.01,E-commerce,Website Banner
3,61.61,61.61,184.83,App Mobile,App Mobile
3,61.6,61.6,184.8,E-commerce,Website Banner
3,61.6,61.6,184.8,App Mobile,App Mobile
3,61.51,61.51,184.53,E-commerce,Website Banner
3,61.27,61.27,183.81,E-commerce,Website Banner
3,61.26,61.26,183.78,App Mobile,App Mobile
3,60.79,60.79,182.37,E-commerce,Website Banner
3,60.68,60.68,182.04,E-commerce,Website Banner
3,60.52,60.52,181.56,E-commerce,Website Banner
3,60.52,60.52,181.56,App Mobile,App Mobile
3,60.36,60.36,181.08,App Mobile,App Mobile
3,60.36,60.36,181.08,E-commerce,Website Banner
3,59.92,59.92,179.76,E-commerce,Website Banner
3,59.92,59.92,179.76,App Mobile,App Mobile
3,59.9,59.9,179.7,App Mobile,App Mobile
3,59.9,59.9,179.7,E-commerce,Website Banner
3,59.77,59.77,179.31,E-commerce,Website Banner
3,59.77,59.77,179.31,App Mobile,App Mobile
3,59.77,59.77,179.31,App Mobile,App Mobile
3,59.58,59.58,178.74,App Mobile,App Mobile
3,59.38,59.38,178.14,E-commerce,Website Banner
3,59.38,59.38,178.14,E-commerce,Website Banner
3,59.35,59.35,178.05,App Mobile,App Mobile
3,59.33,59.33,177.99,E-commerce,Website Banner
3,59.33,59.33,177.99,App Mobile,App Mobile
3,59.33,59.33,177.99,E-commerce,Website Banner
3,59.32,59.32,177.96,E-commerce,Website Banner
3,59.21,59.21,177.63,App Mobile,App Mobile
3,59.21,59.21,177.63,E-commerce,Website Banner
3,59.21,59.21,177.63,E-commerce,Website Banner
3,58.94,58.94,176.82,App Mobile,App Mobile
3,58.94,58.94,176.82,E-commerce,Website Banner
3,58.86,58.86,176.58,App Mobile,App Mobile
3,58.67,58.67,176.01,App Mobile,App Mobile
3,58.34,58.34,175.02,App Mobile,App Mobile
3,58.26,58.26,174.78,App Mobile,App Mobile
3,58.26,58.26,174.78,App Mobile,App Mobile
3,58.11,58.11,174.33,E-commerce,Website Banner
3,58.11,58.11,174.33,App Mobile,App Mobile
3,58.11,58.11,174.33,E-commerce,Website Banner
3,58.09,58.09,174.27,App Mobile,App Mobile
3,64.08,57.67,173.02,E-commerce,Website Banner
3,57.36,57.36,172.08,App Mobile,App Mobile
3,57.35,57.35,172.05,App Mobile,App Mobile
3,57.35,57.35,172.05,E-commerce,Website Banner
3,57.35,57.35,172.05,E-commerce,Website Banner
3,57.35,57.35,172.05,E-commerce,Website Banner
3,57.32,57.32,171.96,App Mobile,App Mobile
3,57.31,57.31,171.93,E-commerce,Website Banner
3,57.31,57.31,171.93,App Mobile,App Mobile
3,57.17,57.17,171.51,App Mobile,App Mobile
3,57.17,57.17,171.51,E-commerce,Website Banner
3,57.11,57.11,171.33,E-commerce,Website Banner
3,57,57,171,E-commerce,Website Banner
3,57,57,171,E-commerce,Website Banner
3,56.84,56.84,170.52,App Mobile,App Mobile
3,56.44,56.44,169.32,App Mobile,App Mobile
3,56.2,56.2,168.6,App Mobile,App Mobile
3,56.2,56.2,168.6,App Mobile,App Mobile
3,56.06,56.06,168.18,App Mobile,App Mobile
3,55.91,55.91,167.73,App Mobile,App Mobile
3,55.52,55.52,166.56,E-commerce,Website Banner
3,55.52,55.52,166.56,App Mobile,App Mobile
3,55.27,55.27,165.81,E-commerce,Website Banner
3,55.06,55.06,165.18,App Mobile,App Mobile
3,55.06,55.06,165.18,E-commerce,Website Banner
3,55.06,55.06,165.18,E-commerce,Website Banner
3,55.01,55.01,165.03,App Mobile,App Mobile
